"Person ID",Name,Party,URI
24696,"Lord Aberdare",Crossbench,https://www.theyworkforyou.com/peer/24696/lord_aberdare
10003,"Baroness Adams of Craigielea",Labour,https://www.theyworkforyou.com/peer/10003/baroness_adams_of_craigielea
13368,"Lord Addington","Liberal Democrat",https://www.theyworkforyou.com/peer/13368/lord_addington
13369,"Lord Adebowale",Crossbench,https://www.theyworkforyou.com/peer/13369/lord_adebowale
13178,"Lord Adonis",Labour,https://www.theyworkforyou.com/peer/13178/lord_adonis
14126,"Baroness Afshar",Crossbench,https://www.theyworkforyou.com/peer/14126/baroness_afshar
25718,"Lord Agnew of Oulton",Conservative,https://www.theyworkforyou.com/peer/25718/lord_agnew_of_oulton
25040,"Lord Ahmad of Wimbledon",Conservative,https://www.theyworkforyou.com/peer/25040/lord_ahmad_of_wimbledon
13370,"Lord Ahmed",Non-affiliated,https://www.theyworkforyou.com/peer/13370/lord_ahmed
13371,"Lord Alderdice","Liberal Democrat",https://www.theyworkforyou.com/peer/13371/lord_alderdice
10007,"Lord Allan of Hallam","Liberal Democrat",https://www.theyworkforyou.com/peer/10007/lord_allan_of_hallam
25215,"Lord Allen of Kensington",Labour,https://www.theyworkforyou.com/peer/25215/lord_allen_of_kensington
13104,"Lord Alli",Labour,https://www.theyworkforyou.com/peer/13104/lord_alli
13445,"Lord Alliance","Liberal Democrat",https://www.theyworkforyou.com/peer/13445/lord_alliance
25445,"Baroness Altmann",Conservative,https://www.theyworkforyou.com/peer/25445/baroness_altmann
13103,"Lord Alton of Liverpool",Crossbench,https://www.theyworkforyou.com/peer/13103/lord_alton_of_liverpool
13102,"Baroness Amos",Non-affiliated,https://www.theyworkforyou.com/peer/13102/baroness_amos
25736,"Lord Anderson of Ipswich",Crossbench,https://www.theyworkforyou.com/peer/25736/lord_anderson_of_ipswich
10011,"Lord Anderson of Swansea",Labour,https://www.theyworkforyou.com/peer/10011/lord_anderson_of_swansea
13108,"Baroness Andrews",Labour,https://www.theyworkforyou.com/peer/13108/baroness_andrews
13107,"Baroness Anelay of St Johns",Conservative,https://www.theyworkforyou.com/peer/13107/baroness_anelay_of_st_johns
10013,"Lord Arbuthnot of Edrom",Conservative,https://www.theyworkforyou.com/peer/10013/lord_arbuthnot_of_edrom
16495,"Lord Archer of Weston-Super-Mare",Non-affiliated,https://www.theyworkforyou.com/peer/16495/lord_archer_of_weston-super-mare
10014,"Baroness Armstrong of Hill Top",Labour,https://www.theyworkforyou.com/peer/10014/baroness_armstrong_of_hill_top
13096,"Lord Armstrong of Ilminster",Crossbench,https://www.theyworkforyou.com/peer/13096/lord_armstrong_of_ilminster
12883,"the Earl of Arran",Conservative,https://www.theyworkforyou.com/peer/12883/earl_of_arran
10015,"Lord Ashdown of Norton-sub-Hamdon","Liberal Democrat",https://www.theyworkforyou.com/peer/10015/lord_ashdown_of_norton-sub-hamdon
25146,"Lord Ashton of Hyde",Conservative,https://www.theyworkforyou.com/peer/25146/lord_ashton_of_hyde
12879,"Baroness Ashton of Upholland",Non-affiliated,https://www.theyworkforyou.com/peer/12879/baroness_ashton_of_upholland
12880,"Viscount Astor",Conservative,https://www.theyworkforyou.com/peer/12880/viscount_astor
12877,"Lord Astor of Hever",Conservative,https://www.theyworkforyou.com/peer/12877/lord_astor_of_hever
12875,"Earl Attlee",Conservative,https://www.theyworkforyou.com/peer/12875/earl_attlee
13526,"Lord Bach",Labour,https://www.theyworkforyou.com/peer/13526/lord_bach
13528,"Lord Baker of Dorking",Conservative,https://www.theyworkforyou.com/peer/13528/lord_baker_of_dorking
25045,"Baroness Bakewell",Labour,https://www.theyworkforyou.com/peer/25045/baroness_bakewell
25194,"Baroness Bakewell of Hardington Mandeville","Liberal Democrat",https://www.theyworkforyou.com/peer/25194/baroness_bakewell_of_hardington_mandeville
13527,"Earl Baldwin of Bewdley",Crossbench,https://www.theyworkforyou.com/peer/13527/earl_baldwin_of_bewdley
25209,"Lord Balfe",Conservative,https://www.theyworkforyou.com/peer/25209/lord_balfe
25216,"Lord Bamford",Conservative,https://www.theyworkforyou.com/peer/25216/lord_bamford
13521,"Lord Barber of Tewkesbury",Crossbench,https://www.theyworkforyou.com/peer/13521/lord_barber_of_tewkesbury
13524,"Baroness Barker","Liberal Democrat",https://www.theyworkforyou.com/peer/13524/baroness_barker
10713,"Lord Barker of Battle",Conservative,https://www.theyworkforyou.com/peer/10713/lord_barker_of_battle
25728,"Baroness Barran",Conservative,https://www.theyworkforyou.com/peer/25728/baroness_barran
24863,"Lord Barwell",Conservative,https://www.theyworkforyou.com/peer/24863/lord_barwell
13512,"Lord Bassam of Brighton",Labour,https://www.theyworkforyou.com/peer/13512/lord_bassam_of_brighton
14134,"Lord Bates",Conservative,https://www.theyworkforyou.com/peer/14134/lord_bates
25009,"Lord Beecham",Labour,https://www.theyworkforyou.com/peer/25009/lord_beecham
10034,"Lord Beith","Liberal Democrat",https://www.theyworkforyou.com/peer/10034/lord_beith
13503,"Lord Bell",Conservative,https://www.theyworkforyou.com/peer/13503/lord_bell
24987,"Baroness Benjamin","Liberal Democrat",https://www.theyworkforyou.com/peer/24987/baroness_benjamin
25776,"Baroness Bennett of Manor Castle",Green,https://www.theyworkforyou.com/peer/25776/baroness_bennett_of_manor_castle
13505,"Lord Berkeley",Labour,https://www.theyworkforyou.com/peer/13505/lord_berkeley
25179,"Lord Berkeley of Knighton",Crossbench,https://www.theyworkforyou.com/peer/25179/lord_berkeley_of_knighton
25049,"Baroness Berridge",Conservative,https://www.theyworkforyou.com/peer/25049/baroness_berridge
25589,"Baroness Bertin",Conservative,https://www.theyworkforyou.com/peer/25589/baroness_bertin
13507,"Lord Best",Crossbench,https://www.theyworkforyou.com/peer/13507/lord_best
25740,"Lord Bethell",Conservative,https://www.theyworkforyou.com/peer/25740/lord_bethell
13926,"Lord Bew",Crossbench,https://www.theyworkforyou.com/peer/13926/lord_bew
13508,"Lord Bhatia",Non-affiliated,https://www.theyworkforyou.com/peer/13508/lord_bhatia
13196,"Lord Bhattacharyya",Labour,https://www.theyworkforyou.com/peer/13196/lord_bhattacharyya
24708,"Lord Bichard",Crossbench,https://www.theyworkforyou.com/peer/24708/lord_bichard
13881,"Lord Bilimoria",Crossbench,https://www.theyworkforyou.com/peer/13881/lord_bilimoria
13510,"Baroness Billingham",Labour,https://www.theyworkforyou.com/peer/13510/baroness_billingham
25479,"Lord Bird",Crossbench,https://www.theyworkforyou.com/peer/25479/lord_bird
25013,"the Bishop of Birmingham",Bishop,https://www.theyworkforyou.com/peer/25013/bishop_of_birmingham
13502,"Lord Birt",Crossbench,https://www.theyworkforyou.com/peer/13502/lord_birt
24996,"Lord Black of Brentwood",Conservative,https://www.theyworkforyou.com/peer/24996/lord_black_of_brentwood
13711,"Lord Black of Crossharbour",Non-affiliated,https://www.theyworkforyou.com/peer/13711/lord_black_of_crossharbour
13241,"Baroness Blackstone",Labour,https://www.theyworkforyou.com/peer/13241/baroness_blackstone
13240,"Lord Blackwell",Conservative,https://www.theyworkforyou.com/peer/13240/lord_blackwell
24842,"Baroness Blackwood of North Oxford",Conservative,https://www.theyworkforyou.com/peer/24842/baroness_blackwood_of_north_oxford
25005,"Lord Blair of Boughton",Crossbench,https://www.theyworkforyou.com/peer/25005/lord_blair_of_boughton
10394,"Lord Blencathra",Conservative,https://www.theyworkforyou.com/peer/10394/lord_blencathra
13692,"Baroness Blood",Labour,https://www.theyworkforyou.com/peer/13692/baroness_blood
25582,"Baroness Bloomfield of Hinton Waldrist",Conservative,https://www.theyworkforyou.com/peer/25582/baroness_bloomfield_of_hinton_waldrist
25777,"Baroness Blower",Labour,https://www.theyworkforyou.com/peer/25777/baroness_blower
10050,"Lord Blunkett",Labour,https://www.theyworkforyou.com/peer/10050/lord_blunkett
12981,"Lord Blyth of Rowington",Conservative,https://www.theyworkforyou.com/peer/12981/lord_blyth_of_rowington
10052,"Lord Boateng",Labour,https://www.theyworkforyou.com/peer/10052/lord_boateng
12838,"Baroness Bonham-Carter of Yarnbury","Liberal Democrat",https://www.theyworkforyou.com/peer/12838/baroness_bonham-carter_of_yarnbury
10054,"Baroness Boothroyd",Crossbench,https://www.theyworkforyou.com/peer/10054/baroness_boothroyd
25186,"Lord Borwick",Conservative,https://www.theyworkforyou.com/peer/25186/lord_borwick
10056,"Lord Boswell of Aynho",Non-affiliated,https://www.theyworkforyou.com/peer/10056/lord_boswell_of_aynho
10058,"Baroness Bottomley of Nettlestone",Conservative,https://www.theyworkforyou.com/peer/10058/baroness_bottomley_of_nettlestone
25192,"Lord Bourne of Aberystwyth",Conservative,https://www.theyworkforyou.com/peer/25192/lord_bourne_of_aberystwyth
25476,"Baroness Bowles of Berkhamsted","Liberal Democrat",https://www.theyworkforyou.com/peer/25476/baroness_bowles_of_berkhamsted
12986,"Lord Bowness",Conservative,https://www.theyworkforyou.com/peer/12986/lord_bowness
12983,"Lord Boyce",Crossbench,https://www.theyworkforyou.com/peer/12983/lord_boyce
25735,"Baroness Boycott",Crossbench,https://www.theyworkforyou.com/peer/25735/baroness_boycott
13738,"Lord Boyd of Duncansby",Non-affiliated,https://www.theyworkforyou.com/peer/13738/lord_boyd_of_duncansby
12984,"Lord Brabazon of Tara",Conservative,https://www.theyworkforyou.com/peer/12984/lord_brabazon_of_tara
10059,"Lord Bradley",Labour,https://www.theyworkforyou.com/peer/10059/lord_bradley
13028,"Lord Bradshaw","Liberal Democrat",https://www.theyworkforyou.com/peer/13028/lord_bradshaw
25249,"Baroness Brady",Conservative,https://www.theyworkforyou.com/peer/25249/baroness_brady
13034,"Lord Bragg",Labour,https://www.theyworkforyou.com/peer/13034/lord_bragg
13635,"Lord Brennan",Labour,https://www.theyworkforyou.com/peer/13635/lord_brennan
13640,"Viscount Bridgeman",Conservative,https://www.theyworkforyou.com/peer/13640/viscount_bridgeman
13639,"Lord Bridges",Crossbench,https://www.theyworkforyou.com/peer/13639/lord_bridges
25443,"Lord Bridges of Headley",Conservative,https://www.theyworkforyou.com/peer/25443/lord_bridges_of_headley
25066,"Baroness Brinton","Liberal Democrat",https://www.theyworkforyou.com/peer/25066/baroness_brinton
24693,"the Bishop of Bristol",Bishop,https://www.theyworkforyou.com/peer/24693/bishop_of_bristol
13054,"Lord Broers",Crossbench,https://www.theyworkforyou.com/peer/13054/lord_broers
13611,"Lord Brooke of Alverthorpe",Labour,https://www.theyworkforyou.com/peer/13611/lord_brooke_of_alverthorpe
13613,"Viscount Brookeborough",Crossbench,https://www.theyworkforyou.com/peer/13613/viscount_brookeborough
13606,"Lord Brookman",Labour,https://www.theyworkforyou.com/peer/13606/lord_brookman
13608,"Lord Brougham and Vaux",Conservative,https://www.theyworkforyou.com/peer/13608/lord_brougham_and_vaux
25486,"Baroness Brown of Cambridge",Crossbench,https://www.theyworkforyou.com/peer/25486/baroness_brown_of_cambridge
12841,"Lord Brown of Eaton-under-Heywood",Judge,https://www.theyworkforyou.com/peer/12841/lord_brown_of_eaton-under-heywood
13878,"Lord Browne of Belmont",DUP,https://www.theyworkforyou.com/peer/13878/lord_browne_of_belmont
10071,"Lord Browne of Ladyton",Labour,https://www.theyworkforyou.com/peer/10071/lord_browne_of_ladyton
13609,"Lord Browne of Madingley",Crossbench,https://www.theyworkforyou.com/peer/13609/lord_browne_of_madingley
10072,"Baroness Browning",Conservative,https://www.theyworkforyou.com/peer/10072/baroness_browning
25778,"Lord Brownlow of Shurlock Row",Conservative,https://www.theyworkforyou.com/peer/25778/lord_brownlow_of_shurlock_row
10074,"Lord Bruce of Bennachie","Liberal Democrat",https://www.theyworkforyou.com/peer/10074/lord_bruce_of_bennachie
25729,"Baroness Bryan of Partick",Labour,https://www.theyworkforyou.com/peer/25729/baroness_bryan_of_partick
25737,"Baroness Bull",Crossbench,https://www.theyworkforyou.com/peer/25737/baroness_bull
13721,"Lord Burnett","Liberal Democrat",https://www.theyworkforyou.com/peer/13721/lord_burnett
25720,"Lord Burnett of Maldon",Crossbench,https://www.theyworkforyou.com/peer/25720/lord_burnett_of_maldon
13430,"Lord Burns",Crossbench,https://www.theyworkforyou.com/peer/13430/lord_burns
11823,"Baroness Burt of Solihull","Liberal Democrat",https://www.theyworkforyou.com/peer/11823/baroness_burt_of_solihull
13451,"Baroness Buscombe",Conservative,https://www.theyworkforyou.com/peer/13451/baroness_buscombe
13347,"Lord Butler of Brockwell",Crossbench,https://www.theyworkforyou.com/peer/13347/lord_butler_of_brockwell
13879,"Baroness Butler-Sloss",Crossbench,https://www.theyworkforyou.com/peer/13879/baroness_butler-sloss
13458,"Baroness Byford",Conservative,https://www.theyworkforyou.com/peer/13458/baroness_byford
25591,"Lord Caine",Conservative,https://www.theyworkforyou.com/peer/25591/lord_caine
13351,"the Earl of Caithness",Conservative,https://www.theyworkforyou.com/peer/13351/earl_of_caithness
25250,"Lord Callanan",Conservative,https://www.theyworkforyou.com/peer/25250/lord_callanan
13447,"Lord Cameron of Dillington",Crossbench,https://www.theyworkforyou.com/peer/13447/lord_cameron_of_dillington
13676,"Lord Cameron of Lochbroom",Crossbench,https://www.theyworkforyou.com/peer/13676/lord_cameron_of_lochbroom
14147,"Baroness Campbell of Loughborough",Crossbench,https://www.theyworkforyou.com/peer/14147/baroness_campbell_of_loughborough
10088,"Lord Campbell of Pittenweem","Liberal Democrat",https://www.theyworkforyou.com/peer/10088/lord_campbell_of_pittenweem
13921,"Baroness Campbell of Surbiton",Crossbench,https://www.theyworkforyou.com/peer/13921/baroness_campbell_of_surbiton
10090,"Lord Campbell-Savours",Labour,https://www.theyworkforyou.com/peer/10090/lord_campbell-savours
25177,"the Archbishop of Canterbury",Bishop,https://www.theyworkforyou.com/peer/25177/archbishop_of_canterbury
13669,"Lord Carey of Clifton",Crossbench,https://www.theyworkforyou.com/peer/13669/lord_carey_of_clifton
13674,"Lord Carlile of Berriew",Crossbench,https://www.theyworkforyou.com/peer/13674/lord_carlile_of_berriew
25200,"the Bishop of Carlisle",Bishop,https://www.theyworkforyou.com/peer/25200/bishop_of_carlisle
25743,"Lord Carrington",Crossbench,https://www.theyworkforyou.com/peer/25743/lord_carrington
16901,"Lord Carrington of Fulham",Conservative,https://www.theyworkforyou.com/peer/16901/lord_carrington_of_fulham
12842,"Lord Carswell",Crossbench,https://www.theyworkforyou.com/peer/12842/lord_carswell
14139,"Lord Carter of Barnes",Labour,https://www.theyworkforyou.com/peer/14139/lord_carter_of_barnes
13199,"Lord Carter of Coles",Labour,https://www.theyworkforyou.com/peer/13199/lord_carter_of_coles
25246,"Lord Cashman",Labour,https://www.theyworkforyou.com/peer/25246/lord_cashman
13919,"Earl Cathcart",Conservative,https://www.theyworkforyou.com/peer/13919/earl_cathcart
13017,"Lord Cavendish of Furness",Conservative,https://www.theyworkforyou.com/peer/13017/lord_cavendish_of_furness
25588,"Baroness Cavendish of Little Venice",Conservative,https://www.theyworkforyou.com/peer/25588/baroness_cavendish_of_little_venice
13014,"Lord Chadlington",Conservative,https://www.theyworkforyou.com/peer/13014/lord_chadlington
25581,"Baroness Chakrabarti",Labour,https://www.theyworkforyou.com/peer/25581/baroness_chakrabarti
13012,"Baroness Chalker of Wallasey",Conservative,https://www.theyworkforyou.com/peer/13012/baroness_chalker_of_wallasey
13010,"Viscount Chandos",Labour,https://www.theyworkforyou.com/peer/13010/viscount_chandos
13302,"Lord Chartres",Crossbench,https://www.theyworkforyou.com/peer/13302/lord_chartres
25224,"the Bishop of Chelmsford",Bishop,https://www.theyworkforyou.com/peer/25224/bishop_of_chelmsford
13253,"the Bishop of Chester",Bishop,https://www.theyworkforyou.com/peer/13253/bishop_of_chester
25739,"the Bishop of Chichester",Bishop,https://www.theyworkforyou.com/peer/25739/bishop_of_chichester
10101,"Lord Chidgey","Liberal Democrat",https://www.theyworkforyou.com/peer/10101/lord_chidgey
25241,"Baroness Chisholm of Owlpen",Conservative,https://www.theyworkforyou.com/peer/25241/baroness_chisholm_of_owlpen
13258,"the Marquess of Cholmondeley",Non-affiliated,https://www.theyworkforyou.com/peer/13258/marquess_of_cholmondeley
25790,"Lord Choudrey",Conservative,https://www.theyworkforyou.com/peer/25790/lord_choudrey
13256,"Lord Christopher",Labour,https://www.theyworkforyou.com/peer/13256/lord_christopher
24991,"the Earl of Clancarty",Crossbench,https://www.theyworkforyou.com/peer/24991/earl_of_clancarty
10110,"Baroness Clark of Calton",Judge,https://www.theyworkforyou.com/peer/10110/baroness_clark_of_calton
10108,"Lord Clark of Windermere",Labour,https://www.theyworkforyou.com/peer/10108/lord_clark_of_windermere
13248,"Lord Clarke of Hampstead",Labour,https://www.theyworkforyou.com/peer/13248/lord_clarke_of_hampstead
24685,"Lord Clarke of Stone-cum-Ebony",Judge,https://www.theyworkforyou.com/peer/24685/lord_clarke_of_stone-cum-ebony
13517,"Lord Clement-Jones","Liberal Democrat",https://www.theyworkforyou.com/peer/13517/lord_clement-jones
13518,"Lord Clinton-Davis",Labour,https://www.theyworkforyou.com/peer/13518/lord_clinton-davis
13514,"Lord Coe",Conservative,https://www.theyworkforyou.com/peer/13514/lord_coe
13515,"Baroness Cohen of Pimlico",Labour,https://www.theyworkforyou.com/peer/13515/baroness_cohen_of_pimlico
25610,"Lord Colgrain",Conservative,https://www.theyworkforyou.com/peer/25610/lord_colgrain
25048,"Lord Collins of Highbury",Labour,https://www.theyworkforyou.com/peer/25048/lord_collins_of_highbury
24686,"Lord Collins of Mapesbury",Judge,https://www.theyworkforyou.com/peer/24686/lord_collins_of_mapesbury
25147,"Viscount Colville of Culross",Crossbench,https://www.theyworkforyou.com/peer/25147/viscount_colville_of_culross
13550,"Lord Colwyn",Conservative,https://www.theyworkforyou.com/peer/13550/lord_colwyn
13556,"Lord Condon",Crossbench,https://www.theyworkforyou.com/peer/13556/lord_condon
25237,"Lord Cooper of Windrush",Conservative,https://www.theyworkforyou.com/peer/25237/lord_cooper_of_windrush
12871,"Lord Cope of Berkeley",Conservative,https://www.theyworkforyou.com/peer/12871/lord_cope_of_berkeley
25590,"the Earl of Cork and Orrery",Conservative,https://www.theyworkforyou.com/peer/25590/earl_of_cork_and_orrery
10134,"Lord Cormack",Conservative,https://www.theyworkforyou.com/peer/10134/lord_cormack
10135,"Baroness Corston",Labour,https://www.theyworkforyou.com/peer/10135/baroness_corston
10136,"Lord Cotter","Liberal Democrat",https://www.theyworkforyou.com/peer/10136/lord_cotter
12873,"the Earl of Courtown",Conservative,https://www.theyworkforyou.com/peer/12873/earl_of_courtown
13922,"Baroness Coussins",Crossbench,https://www.theyworkforyou.com/peer/13922/baroness_coussins
25583,"Baroness Couttie",Conservative,https://www.theyworkforyou.com/peer/25583/baroness_couttie
25172,"the Bishop of Coventry",Bishop,https://www.theyworkforyou.com/peer/25172/bishop_of_coventry
13559,"Baroness Cox",Crossbench,https://www.theyworkforyou.com/peer/13559/baroness_cox
13235,"Lord Craig of Radley",Crossbench,https://www.theyworkforyou.com/peer/13235/lord_craig_of_radley
13599,"Viscount Craigavon",Crossbench,https://www.theyworkforyou.com/peer/13599/viscount_craigavon
12952,"Lord Crathorne",Conservative,https://www.theyworkforyou.com/peer/12952/lord_crathorne
12954,"the Earl of Crawford and Balcarres",Conservative,https://www.theyworkforyou.com/peer/12954/earl_of_crawford_and_balcarres
13094,"Baroness Crawley",Labour,https://www.theyworkforyou.com/peer/13094/baroness_crawley
13095,"Lord Crickhowell",Conservative,https://www.theyworkforyou.com/peer/13095/lord_crickhowell
13731,"Lord Crisp",Crossbench,https://www.theyworkforyou.com/peer/13731/lord_crisp
25228,"Lord Cromwell",Crossbench,https://www.theyworkforyou.com/peer/25228/lord_cromwell
13098,"Lord Cullen of Whitekirk",Crossbench,https://www.theyworkforyou.com/peer/13098/lord_cullen_of_whitekirk
13099,"Baroness Cumberlege",Conservative,https://www.theyworkforyou.com/peer/13099/baroness_cumberlege
10146,"Lord Cunningham of Felling",Labour,https://www.theyworkforyou.com/peer/10146/lord_cunningham_of_felling
12966,"Lord Currie of Marylebone",Crossbench,https://www.theyworkforyou.com/peer/12966/lord_currie_of_marylebone
25149,"Lord Curry of Kirkharle",Crossbench,https://www.theyworkforyou.com/peer/25149/lord_curry_of_kirkharle
13444,"Baroness D'Souza",Non-affiliated,https://www.theyworkforyou.com/peer/13444/baroness_d%27souza
25050,"Lord Dannatt",Crossbench,https://www.theyworkforyou.com/peer/25050/lord_dannatt
10153,"Lord Darling of Roulanish",Labour,https://www.theyworkforyou.com/peer/10153/lord_darling_of_roulanish
13932,"Lord Darzi of Denham",Labour,https://www.theyworkforyou.com/peer/13932/lord_darzi_of_denham
13717,"Lord Davidson of Glen Clova",Labour,https://www.theyworkforyou.com/peer/13717/lord_davidson_of_glen_clova
14145,"Lord Davies of Abersoch",Labour,https://www.theyworkforyou.com/peer/14145/lord_davies_of_abersoch
13396,"Lord Davies of Coity",Labour,https://www.theyworkforyou.com/peer/13396/lord_davies_of_coity
25355,"Lord Davies of Gower",Conservative,https://www.theyworkforyou.com/peer/25355/lord_davies_of_gower
13395,"Lord Davies of Oldham",Labour,https://www.theyworkforyou.com/peer/13395/lord_davies_of_oldham
10160,"Lord Davies of Stamford",Labour,https://www.theyworkforyou.com/peer/10160/lord_davies_of_stamford
13393,"Baroness Dean of Thornton-le-Fylde",Labour,https://www.theyworkforyou.com/peer/13393/baroness_dean_of_thornton-le-fylde
13884,"Lord Dear",Crossbench,https://www.theyworkforyou.com/peer/13884/lord_dear
10249,"Lord Deben",Conservative,https://www.theyworkforyou.com/peer/10249/lord_deben
13322,"Baroness Deech",Crossbench,https://www.theyworkforyou.com/peer/13322/baroness_deech
25164,"Lord Deighton",Conservative,https://www.theyworkforyou.com/peer/25164/lord_deighton
13659,"Lord Denham",Conservative,https://www.theyworkforyou.com/peer/13659/lord_denham
24976,"the Bishop of Derby",Bishop,https://www.theyworkforyou.com/peer/24976/bishop_of_derby
13661,"Lord Desai",Labour,https://www.theyworkforyou.com/peer/13661/lord_desai
25738,"the Earl of Devon",Crossbench,https://www.theyworkforyou.com/peer/25738/earl_of_devon
13662,"Lord Dholakia","Liberal Democrat",https://www.theyworkforyou.com/peer/13662/lord_dholakia
13665,"Lord Dixon-Smith",Conservative,https://www.theyworkforyou.com/peer/13665/lord_dixon-smith
25024,"Lord Dobbs",Conservative,https://www.theyworkforyou.com/peer/25024/lord_dobbs
24989,"Baroness Donaghy",Labour,https://www.theyworkforyou.com/peer/24989/baroness_donaghy
13651,"Lord Donoughue",Labour,https://www.theyworkforyou.com/peer/13651/lord_donoughue
25033,"Baroness Doocey","Liberal Democrat",https://www.theyworkforyou.com/peer/25033/baroness_doocey
24990,"Baroness Drake",Labour,https://www.theyworkforyou.com/peer/24990/baroness_drake
13294,"Lord Drayson",Labour,https://www.theyworkforyou.com/peer/13294/lord_drayson
13000,"Lord Dubs",Labour,https://www.theyworkforyou.com/peer/13000/lord_dubs
25713,"Lord Duncan of Springbank",Conservative,https://www.theyworkforyou.com/peer/25713/lord_duncan_of_springbank
12999,"the Earl of Dundee",Conservative,https://www.theyworkforyou.com/peer/12999/earl_of_dundee
